primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
Summer Window,movie,"Drama,Fantasy",Henk Handloegten,"Henk Handloegten,Hannelore Valencak",6.4,675.0,"Nina Hoss,Barbara Philipp,Mark Waschke,Ernst Stötzner,Susanne Wolff,Barbara Schnitzler,Mike Adler,Fritzi Haberlandt,Lars Eidinger,Lasse Stadelmann",de,ZDF-Zentropa International France,2011-11-03,4100000.0,280408.0,96.0,second chance,164957.69756683795,130719.39161607371
The Edge,movie,Drama,Géraldine Bajard,Géraldine Bajard,4.7,162.0,"Malcolm Stewart,Vyacheslav Krikunov,Voodoo,Luke Kleintank,Hippolyte Girardot,Samira Sedira,William McNamara,Colin Fox,Sebastian Spence,Elle Macpherson,Mollie Sugden,Danny Webb,Shawn Ashmore,Sigrid Thornton,James Westlake,Tina Holmes,Samaneh Pakdel,Russell Parker,Kevin Bacon,Michael Newman,Vineeta Rishi,Paul Gross,Jennifer Morrison,Nathan Larson,Matthew Oliva,Pamela Rabe,Chad Faust,Domini Blythe,L.Q. Jones,Ivonne Coll,Jennifer Aniston,Barclay Hope,Camila Aguirre,Pooky Quesnel,Daryl Anderson,Anne Stallybrass,Bill Fagerbakke,Yvon Chouinard,Peter Townend,Ray Dunbobbin,Alec Baldwin,Nick Moss,Sam Jones,Patricia Kennedy,Esther Hyun,Jeremy Sisto,Zana,Captive,Christian Rodska,Anna Ukolova,Nathan Wright,Lisa Zimouche,Joseph Chapman,Derek Evanick,Ileshia Tevis,Paul Copley,Salli Richardson-Whitfield,Rob LaBelle,Tom Kenny,Merle Dandridge,Tony Tedeschi,Nicholas Gonzalez,Andrew J Katers,Ron Gilbert,Jordan Lee,Matt Frewer,Sam Underwood,Paul Wesley,Jonathan Gelardi,David Chokachi,Cecilia Ngo,Yuliya Peresild,Chris Cannon,Evgeniy Tkachuk,Vladas Bagdonas,Hans Ruchti,Tim Chipping,Edd Hall,Saïd Amadis,Jan Taylor Hendricks,Tony Craig,Aleksandr Bashirov,Adrain Washington,Robin Christopher,Lucy Edwards,Sarah Blake,Brad Davis,Julie Peasgood,John Clendenin,Camilla Scott,Anne Waldman Warsch,Gyana Lua,Keith David,Jesse Jorden,Angelena Hindocha,Katherine Kumlin,Filip Peeters,Obi Oti,Alice De Jode,Joe Coen,Brendan Ross,Owen Brenman,David Gionopolous,Kelly Lynch,Monica Temptem,Alan MacNaughtan,Kate Miner,Jason Bentley,Chadwick Boseman,Tomas Malony,Lorna Laidlaw,Marti Maley,Ghizela Modood,Vladimir Mashkov,Jessica Harden,Ouidad Elma,Tom Maloney,Leslie Jordan,Julia Bahar,Brian Coleman,Peter MacNeill,Tim Robertson,Paul Hultberg,Naoto Kanda,Thom Adcox-Hernandez,Jeff Evans,Jack Le White,Barry Sattels,Nancy Anne Sakovich,Harry Teitelman,Nina Bonet,Carmel McSharry,Winn Bray,Ciara Janson,Andrey Koshman,Audrey Marnay,Kelly Packard,Michael Ealy,Seth Dickens,Victor Lilly,Meagan Hyde,Ken Foree,Kristina Black,Kate McNeil,Jacob Tolano,Philip Lamé,George Clooney,Gerry Sont,Marie-Chantal Perron,Brenda Campbell,Rudi Willburn,Ana Maria Ella,Michael Cochrane,Ryan Wahanga,Ava Vincent,Todd Eric Andrews,Christian Slater,Asahi Hirano,Jeremy Sims,Terry Gross,Alex Rox,Catherine Bruhier,Jan Pearson,Ian Kelsey,Beau Starr,Gwen Summers,Jesús Lloveras,Edward Asner,Wayne Knight,LaToya Jimpson,Jane Larkin,Anthony Hopkins,Mei Ichinose,Celia Ireland,Bridget Fonda,Jeff Weiss,Howard Loeb Babeuf,Michael Shatravka,Christiane Paul,Robert Reece,Scott Churchson,Danielle Henry,Mercia Deane-Johns,Lucy Ter-Berg,Jayle Garcia,Thomas Babson,Carter Redwood,Jonathan Frakes,Stef Teran,Rick Overton,Robbin Banx,Randall Berger,Aïmen Derriachi,Kelly Tian,Monique Gabriela Curnen,Michael Rooker,Dean Kilbey,Mark Kiely,Gordon Pinsent,Jeremiah Brennan,George Irving,Lili Bordán,Fraser James,Brenda Jo Reutebuch,Serghei Mihailov,Sean Pertwee,Peter Capaldi,Sanford Cohen,Leah Purcell,Kate Atkinson,James Stephens III,Larry Bramble,Derrick A. King,Brett Rockman,The Edge,Bart the Bear,David Hasselhoff,Katrina Milosevic,Pascale Bussières,Larry Rosen,Traci Lords,Jeffrey Longmore,Helen Baxendale,Michael Covington,Tori Webb,James Purefoy,Anjorka Strechel,Maria Rangel,Mohammad Reza Rahbari,Tom Wilson,Stephen Bradley,Johrel Martschinke,Susanne Wuest,Alan Ruck,David Lindstedt,Peter North,Michael Wearne,Harry Markham,Keandre Howard,Joey Vieira,Bernard Curry,Tammy Macintosh,Jill Talley,Don Beauregard,Brooke Burns,Patrick McAlinney,Laura Doddington,Julie Brown,Brenda Addie,Ashley Drayton,Michael MacKenzie,Holly Axsentieff,Lec Zorn,Elias Borst,Karen Cannata,Jessica James,David Marciano,Tom Morley,Brent Carver,Tom Watson,Melanie Hill,Cade Woodward,Joe Crozier,Ian Midlane,Luca Hogan,Gerald Long,Rita Howard,Mitzi Kapture,Layton Le Petit,Valentina Zell,Donna Taylor,Ted Whittall,Jordan Belfi,Catherine Merrill,Andrew Lancel,Lee Horsley,James Crittenden,Ramon Usera,Gbenga Akinnagbe,Parker Fretheim,Mohammad Fili,Jonathon Morris,Philip Granger,Tom Griffin,Ruth Kearney,Cynthia Bravo,Alison Beckwith,Lee Stone,AnJoynae Jimpson,Alfred Ferraris,Aleksey Gorbunov,Dido Miles,Chloe Nicole,Jason Wiles,Marvin Johnson,Sean O'Bryan,Michael Bergin,Stephen Chambers,Robbie Magasiva,Heida Reed,Delphine Chuillot,Michael Elphick,Emilio Palame,Moises Alonso,Ronald Hines,Geraldine James,Nerys Hughes,Danett Hernandez,Lily Riley,Alessandro Rosso,J. Maldwyn Allan,Joel Bissonnette,Kate Jenkinson,Greta Ronningen,Jicey Carina,Zuleikha Robinson,Rutger Hauer,Montez Lafayette,Pauline Acquart,Jennifer Coolidge,Matthew Chambers,Roger Cross,Roger Greco,Al Fann,Michael Caton,Carol Rosenthal,Dann Florek,John Franklyn-Robbins,Lola Glaudini,Charles Hallahan,Scarlett Stinson,Heather Bertram,Shandrea Funnye,Jerry Lambert,T.T. Boy,Michelle Orpe,Alicia Berruti,Shy Love,T.J. Cox,Jessica Stroup,Misty Rain,Thomas Chang,Simon Sekulovich,Jo Dow,Tim Bentinck,Maia Michaels,Paul Fiumano,Rachel Ticotin,Daisy Betts,Melvil Poupaud,Angela Cooper,Roger C. Brown,Josie Davis,Eliz",ru,Rock Films,2010-09-23,11000000.0,5380142.0,115.0,,849135.183988978,1929177.4756897136
Puncture,movie,"Biography,Drama,Mystery","Adam Kassen,Mark Kassen","Paul Danziger,Chris Lopata,Ela Thier",6.8,25212.0,"Fayssal Bazzi,Gemma Kaye,Vinessa Shaw,Rhett Wellington,Liesel Kopp,Gianni Ullio,Stuart Katzen,Roxanna Hope Radja,Ali Salloum,Hassam Khan,Reinaldo Zavarce,Sam Tooker,Chris Evans,Nikola Masonicic,Ajdin Sefer,Brett Cullen,Laura Carly Miller,Robert Palmer Watkins,Jesse L. Martin,Ghulam,Bernadette Hodeib,Marco DelVecchio,David Quinlan,Michael Biehn,Mounir Dahdah,Melissa Lyons,Eddie Flake,Mark Kassen,Foster Walker,Tarak Ojaghi,Asif,Marshall Bell,Requell Jodeah,Erinn Allison,Luke Visentin,Umeza Irfan,Jess Brown,Kate Burton",en,Cherry Sky Films,2011-09-23,0.0,68945.0,100.0,,21912.22029560833,30052.96409409675
The Good Doctor,movie,"Drama,Mystery,Thriller",Lance Daly,John Enbom,5.5,7513.0,"Mistinguett,Edwin Jerome,Tamala Jones,Courtney B. Vance,Oliver Platt,Brian Howe,Paul Landrin,Derek Houck,King Donald,Paget Brewster,Christina Chang,Kimberly Elise,Jon Hamm,Adrienne Camille,Christopher Duva,Will Horton,Emmanuel Obiflex,Aden Hakimi,James Coburn,Donna Hanover,Cirilo Etulain,Derek McMahan,Andrew Whyment,Michael Landon,Bob Dishy,Armando Durán,Antonia Thomas,Christian Kane,Mimi Lieber,Rupert Vansittart,Rick Zieff,Zachary Vazquez,Lee Grant,Erica Pierret,Jackie Appiah,Victor Isaacs Jr.,Angela Featherstone,Melina Kanakaredes,Dedee Pfeiffer,Carol Alimenti,Freddie Highmore,Brendon Lynch,Ione Skye,Richard Chamberlain,Mitchell Zane Wajda,Barbara Morrison,Steven Anderson,Fiona Dolman,Victor French,Kathryn Erbe,Frank Lovejoy,Roberto Airaldi,Robert Hogan,Conor Dubin,Amy Adams,Troy Garity,Lorna Laidlaw,Sheila Donald,Robert Ellis,Concetta Tomei,Sarah-Jane Dalby,Taraji P. Henson,Benedict Cumberbatch,Riley Keough,Seth Peterson,Robert Knepper,Vernon Beckstrom,Bria Henderson,CC Fontana,Robert Dorfman,Gary Dontzig,Tyrees Allen,Ian Bannen,Garret Dillahunt,Suzanne Cave,Penelope Ann Miller,David Ramsey,Orlando Bloom,Kathy Najimy,Anton Yelchin,James Whitmore,Ron Ostrow,Doris Nzekwe,Oluchi Nwabuzor,Matthew Chambers,DeLane Matthews,Dave Law,Susan Tolsky,Norm MacDonald,Fred Willard,Gracie Harrison,Gloria Bayardo,Prince Chukwu,Justin Pelovello,Alicia Vignoli,Michael Donato,Rick Jones,Paige Spara,Marsha Mason,Jason Flemyng,January Jones,Enrique Muiño,Pamela Hensley,Alberto Terrones,Alison Fiske,Tony Alimenti,Mike Farrell,Paul Eubanks,Ángel Magaña,Eric Lively,Penny Santon,Tricia Penrose,George Anton,Gillian Mackay-Smith,Michael Peña,Sorel Carradine,Christine Healy,Richard Schiff,Adrian Lewis Morgan,Albens,Michael Constantine,Miriam Pultro,Andrew Ducote,D.W. Moffett,Steve Balla,Gary Carlos Cervantes,Diane Delano,Camille Schurer,Thomas Kopache,Cameron Mitchell,Paige Morrow Kimball,Harry Gregson-Williams,Lynn Philip Seibel,Jack Laufer,Matthew Tohmasson,Will Yun Lee,Grant Sawyers,Gary Lockwood,Annette Crosbie,Tonya Dorisca,Krystle Hickman,Fiona Gubelmann,Kazia Pelka,Jacob Bradford,Adaeze Eluke,Penny Balfour,Judie Aronson,David Rintoul,Godwin Nnadiekwe,William Kirby Cullen,Bernard Davis,Jason Durr,Dan Fortunado,Caroline Cummings,Blythe Danner,Daniel Roebuck,Barbara Garrick,Shadoe Stevens,Reagan Dale Neis,Beverly Garland,Andy Comeau,Edafe,Onyi Emiku,Jamey Sheridan,Sam Carr,Noah Galvin,Holly Robinson Peete,Rob Morrow,Mickey Deymon,Ray Young,Barry Shabaka Henley,Esther Hall,Christopher Darga,Jessica Regan,Brian James,Inés Edmonson,Molly Price,Jim Slattery,Jeremy Stoag Malone,John Carroll Lynch,John Aprea,Hill Harper,Eve Perry,Denice Kumagai,Tim Ransom,Ian Midlane,Richard Cline,David Kelly,Frank DeTommaso,Nick Caballero,Rita Chukwu,Gayle Hunnicutt,Vincent D'Onofrio,Zane Carney,Nora Marlowe,Wade Williams,Shirley Anne Field,Stafani Ava,Ian Kelsey,Cara Noel,David Dean Bottrell,Edward Asner,Natalia Kostrzewa,Kahil Dotay,Angell Conwell,Jon Jacobs,Mark Huberman,William 'Billy' Benedict,Jeanette Nolan,Ernie Sabella,Kimberly Brooks,Lee Horsley,Markell Andrew,Elisabeth Dermot Walsh,George Schoendorfer,Osvaldo Moreno,James Lesure,Harry Anderson,Carlos Lacamara,Kenneth White,Hank Azaria,Paula Cale,Danielle Henry,Mitzi Hoag,Robert Ball,Steven Brand,Isabella Sazak,Jennifer Finnigan",en,Code Red-Viddywell,2011-04-23,6000000.0,5206.0,93.0,,-469.3693407556915,1408.8298314543267
House at the End of the Street,movie,"Drama,Horror,Mystery",Mark Tonderai,"David Loucka,Jonathan Mostow",5.5,82939.0,"Jennifer Lawrence,Allie MacDonald,Max Thieriot,Gil Bellows,Krista Bridges,Elisabeth Shue,James Thomas,Nolan Gerard Funk,Eva Link,Jordan Hayes",en,A Bigger Boat-Relativity Media-FilmNation Entertainment,2012-09-21,6900000.0,44287131.0,101.0,parent child relationship-child hero-cross dressing-abuse-father son conflict,24249943.23884846,17769439.28289195
Varudu,movie,"Action,Drama,Thriller",Gunasekhar,"Gunasekhar,Thota Prasad",3.6,1515.0,"Ashish Vidyarthi,Vinaya Prasad,Sneha Ullal,Allu Arjun,Kishori Ballal,Nassar,Bhanu Sri Mehra,V.K. Naresh,Arya,Suhasini",te,Goldmines Telefilms-Thameens Films-Universal Media-DVV Entertainment,2010-03-31,4600000.0,4100000.0,147.0,,2500366.006827415,1607490.6472758653
Larry Crowne,movie,"Comedy,Drama,Romance",Tom Hanks,"Tom Hanks,Nia Vardalos",6.1,73107.0,"Tina Huang,Brady Rubin,Sarah Mahoney,Tarina Pouncy,Tom Hanks,Roxana Ortega,Randall Park,Alex Quijano,Julia Roberts,E-Kan Soong",en,Universal Pictures-Vendôme Pictures-Playtone-Summit Entertainment-StudioCanal,2011-06-30,30000000.0,7505507.0,98.0,classroom-college-love-teacher-diner-loss of job-economics-yard sale-cell phone-scooter-back to school,4316204.561630311,2907705.8938870737
G.I. Joe: Retaliation,movie,"Action,Adventure,Sci-Fi",Jon M. Chu,"Rhett Reese,Paul Wernick",5.7,189651.0,"Channing Tatum,Ray Stevenson,Ray Park,Adrianne Palicki,Luke Bracey,Elodie Yung,D.J. Cotrona,Eric Rodriguez,Dwayne Johnson,Frank DeCaro,Jonathan Pryce,Lee Byung-hun",en,Paramount-Metro-Goldwyn-Mayer-Di Bonaventura Pictures-Hasbro-Saints LA-Skydance Media,2013-03-27,130000000.0,37187627.8,110.0,assassin-technology-missile-warhead-president-rescue-conspiracy-explosion-battle-surveillance-cobra,21889827.711025394,6476145.922512871
The Roundup,movie,"Action,Crime,Thriller",Lee Sang-yong,"Ma Dong-seok,Min-Seong Kim,Young-jong Lee,Lee Sang-yong",7.0,13367.0,"Hristos Bekiaris,Choi Gwi-hwa,Mason Beals,Tori Griffith,Stephanie Schulz,Dan D. Randerson,Richard T. Jones,Alexandra Ladikou,Sara Rue,Stefan C. Schaefer,Eric Winter,Titus Makin Jr.,Currie Graham,Ma Dong-seok,Theo Coumbis,Alyssa Diaz,Nate Timmerman,Ben Gouldthorpe,Kim Yeong-Seong,Garrett Schulte,Kostas Diplaros,Park Ji-hwan,Ashton Solecki,Kostas Bakas,Jeon Jin-oh,Giannis Fertis,Matt Wiggins,Koula Agagiotou,Nathan Fillion,Kostas Baladimas,Elijah Mahar,Ha Jun,Kelly Mumme,Alan Bagh,Afton Williamson,Yoon Byung-hee,Mercedes Mason,Park Ji-young,Kostas Kazakos,Xenia Kalogeropoulou,Melissa O'Neil,Son Suk-ku,Jeff DuJardin,Manos Katrakis,Heo Dong-won",ko,BA Entertainment-ABO Entertainment-Hong Film-Plus M-Big Punch Pictures,2022-05-18,0.0,10013068.8,106.0,detective-vietnam-gangster-police-sequel-murder investigation-international crime-2000s-seoul south korea-ho chi minh,3525865.099722337,5475948.65263306
Catfish,movie,"Documentary,Drama,Mystery","Henry Joost,Ariel Schulman",\N,7.1,44076.0,"Luigi Scorcia,Vanessa Mayton,Lu Louis,Rick Nanne,Omar Scroggins,Krish Bassi,Karen Armstrong,Victor Bonnefoy,Mark Samual Bonanno,Selyna Warren,Drew Jacoby,Robert Paul Taylor,Misty Monroe,Dee Martin,Steven Huang,Esther Hannaford,Kelley Missal,Roger Howarth,Bill Pacer,Matthieu Girard,France Castel,Michelle Brasier,Josh Kelly,Broden Kelly,Chris Tashima,Germain Houde,Manolo Gonzalez Vergara,Pierrette Robitaille,Laura Harrier,Michael Silva,Alex Draper,Tiler Peck,Kassie Wesley DePaiva,Paul Culos,Taylor Ragan,Tiffany Gilkes,Eboni Ellinger,Karène Chiasson,Miles McKenna,Danielle Gipps,Tony D. Czech,Elke Kahler,Frédérique Cyr-Deschênes,Ashley Wilson,Zachary Ruane,Catfish Jean,Julian Haig,Trinity Adams,Rene Castro,Teala Dunn,Luxy Mu,Akiem Sears,Fintan Buckard,Keisha Yarrell,Kristine Gray,Jatin Jadhav,Scarlett Sage,Megan Kitzman,Stephen Vitale,Devin Drake,Lauren Sevigny,Max Brown,Karl-Antoine Suprice,Anzu Lawson,Mitch Camm,Rubi Pronk,Cinda McCain,Craig Hall,Amber Braaten,Matthew Lamar Allen,Roc Lafortune,Jimmy Hodson,Connor Daly,Isabelle Cyr,Jackson Connor,Ally Marks,Jerry verDorn,Maria Angelico,Randy Koszela,Horatio Andrean,Corbin Bleu,Harvey Robinson,Maye Harris,Robert Gorrie,Tate Gibson,Belle Zimmerman,Kian Lawley,Erika Mendoza,Luke Weaver,Daniel Thompson,Bickel Krabbé,Nicky Vento,Joshua Cullinane,Greg Hoffman,Stacey Buras,Lauren Corah,Lauren Crace,Michael Standish,Pallavi Sharda,Ellen Lang,Nicholas Boshier,Tiffany Montambault,Ciarah Hayes,Ray Diaz,Sean Bradshaw,Melissa Archer,Robin Pehrson,Dipal Patel,Credle,Tiffany Alvord,Alexsandra Hurley,Wendy Whelan,Niek Roozen,Yoni Ben-Yehuda,Lana Taylor,Violette Avouac,Troy Fishlock,Imogen Baker,Laura Alexandra Ramos,Tyler Fayose,Ilai Swindells,Alicia Charles,Lexi Pappas,Jessie Paege,Rhiley Mulder,Jameel Harris,Alexis G. Zall,Jake Nordwind,Jacqueline Lea,Quanesha Gibbs,Adriane Denia,Florencia Lozano,Kristen Scott",en,Hit the Ground Running Films-Supermarché,2010-09-17,30000.0,3045943.0,87.0,dating-aftercreditsstinger-online dating,1403370.8812516916,1215625.7839112703
